,Identifying num,url,claimDate,claimYear,claimant,claimant_canonical_name,Local/State/National,Current Role,Aspiring Role,State,City,languageCode,publisher.name,publisher.site,text,title,reviewDate,claimant_party,textualRating,ratingsimp,T/F RQ1,is_politician_strict,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
,738,http://www.politifact.com/factchecks/2017/jun/14/jeff-sessions/jeff-sessions-cites-longstanding-policy-deflect-se/,2017-06-13,2017,Jeff Sessions,Jeff Sessions,,,,,,en,PolitiFact,politifact.com,It's a longstanding policy of the Department of Justice not to comment on conversations that the attorney general has had with the president of the United States.',Jeff Sessions cites 'longstanding policy' to deflect senators' questions in Russia hearing,2017-06-14 18:05:39,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1664,http://www.politifact.com/factchecks/2017/jun/14/richard-burr/russia-investigation-senate-hearings-have-uncommon/,2017-06-13,2017,Richard Burr,Richard Burr,,,,,,en,PolitiFact,politifact.com,Says the Senate Intelligence Committee has held 10 public hearings this year; 'more than double that held by the committee in any recent year.',In Russia investigation; Senate hearings have uncommon transparency says Sen. Richard Burr,2017-06-15 13:23:42,Republican,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2159,http://www.politifact.com/factchecks/2017/dec/14/travis-allen/travis-allen-claims-californias-gas-tax-increase-w/,2017-06-15,2017,Travis Allen,Travis Allen,,,,,,en,PolitiFact,politifact.com,This new gas tax does not increase (road) capacity anywhere in the state. It will build no new lanes of freeways. If Californians didn’t like their traffic before; they’re going to like it even less when they’re stuck in the exact same traffic and paying more for their gas.',Travis Allen's Mostly False claim on the California gas tax,2017-12-15 6:23:14,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2265,http://www.politifact.com/factchecks/2017/jun/27/rick-kriseman/krisemans-claim-about-poverty-south-st-petersburg-/,2017-06-15,2017,Rick Kriseman,Rick Kriseman,,,,,,en,PolitiFact,politifact.com,We are seeing poverty being reduced in south St. Pete at a number larger than the national average; the state average; county or Tampa and Jacksonville.',Did south St. Petersburg's poverty rate fall as fast as Rick Kriseman said? Evidence thin,2017-06-27 19:03:55,Democratic,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,836,http://www.politifact.com/factchecks/2017/jun/22/rick-perry/rick-perry-wrongly-downplays-human-role-climate-ch/,2017-06-19,2017,Rick Perry,Rick Perry,,,,,,en,PolitiFact,politifact.com,Most likely the primary control knob (for the earth’s temperature) is the ocean waters and this environment that we live in.',Rick Perry wrongly downplays human role in climate change,2017-06-22 20:40:32,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1015,http://www.politifact.com/factchecks/2017/jun/27/devin-nunes/nunes-gets-it-wrong-trump-hasnt-signed-more-bills-/,2017-06-19,2017,Devin Nunes,Devin Nunes,,,,,,en,PolitiFact,politifact.com,President Trump has signed more bills into law 'than any president previously before at this stage in the game.',Nunes gets it wrong; Trump hasn't signed 'more bills' than any president at this point,2017-06-27 22:50:08,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
,528,http://www.politifact.com/factchecks/2017/jul/03/travis-allen/travis-allens-mostly-false-claim-about-crime-calif/,2017-06-22,2017,Travis Allen,Travis Allen,,,,,,en,PolitiFact,politifact.com,I have seen crime increase in every major metropolitan area (in California) … Crime is on the rise in every major market.',Travis Allen's Mostly False claim about crime in California,2017-07-03 17:41:15,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,248,http://www.politifact.com/factchecks/2017/jul/11/travis-allen/mostly-true-californias-taxes-among-highest-nation/,2017-06-22,2017,Travis Allen,Travis Allen,,,,,,en,PolitiFact,politifact.com,California taxes are 'among the highest in the nation.',MOSTLY TRUE: California's taxes are 'among the highest in the nation',2017-07-12 0:56:47,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1483,http://www.politifact.com/factchecks/2017/jul/19/casey-cagle/lt-gov-cagle-says-georgia-no-1-state-business/,2017-06-22,2017,Casey Cagle,Casey Cagle,,,,,,en,PolitiFact,politifact.com,Says of Georgia; 'for four years in a row; we are the No. 1 state to do business in.',Lt. Gov. Cagle says Georgia is No. 1 state for business. Is it?,2017-07-19 16:04:43,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2008,http://www.politifact.com/factchecks/2017/jun/26/barack-obama/obama-blasts-gop-senate-bill-tax-cut-rich-health-c/,2017-06-22,2017,Barack Obama,Barack Obama,National,President,,,,en,PolitiFact,politifact.com,The Senate bill 'hands enormous tax cuts to the rich and to the drug and insurance industries; paid for by cutting health care for everybody else.',Obama blasts GOP Senate bill as tax cut for the rich at health care's expense,2017-06-26 20:20:50,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2368,http://www.politifact.com/factchecks/2017/jul/07/raymond-walter/where-are-property-taxes-highest-new-york/,2017-06-23,2017,Raymond Walter,Raymond Walter,,,,,,en,PolitiFact,politifact.com,Western New Yorkers pay some of the highest property taxes in the state.',Who pays the highest property taxes in New York?,2017-07-07 19:59:30,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1618,http://www.politifact.com/factchecks/2017/aug/10/rick-kriseman/was-weather-during-krisemans-term-perfect-storm-se/,2017-06-24,2017,Rick Kriseman,Rick Kriseman,,,,,,en,PolitiFact,politifact.com,Says that compared to Rick Baker's time as mayor; Kriseman 'had wet weather events that he did not experience' that caused sewage spills. Baker 'went through significant periods of drought during his time as mayor.',Can Rick Baker thank the weather for leaving office without a sewage crisis?,2017-08-10 14:43:51,Democratic,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,587,http://www.politifact.com/factchecks/2017/jun/25/kellyanne-conway/house-health-care-bill-allows-some-stay-medicaid-n/,2017-06-25,2017,Kellyanne Conway,Kellyanne Conway,,,,,,en,PolitiFact,politifact.com,If you became a Medicaid recipient through the Obamacare expansion; you are grandfathered in.',Does GOP health care include grandfather clause for Medicaid expansion?,2017-06-25 21:22:00,Republican,Mostly False,3 Mostly False,False(ish),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2070,http://www.politifact.com/factchecks/2017/jun/26/kellyanne-conway/does-senate-health-care-bill-cut-medicaid/,2017-06-25,2017,Kellyanne Conway,Kellyanne Conway,,,,,,en,PolitiFact,politifact.com,There 'are not cuts to Medicaid' in the GOP health care proposals.,Kellyanne Conway's Mostly False claim that GOP bill doesn't cut Medicaid,2017-06-26 22:17:31,Republican,Mostly False,3 Mostly False,False(ish),FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1192,http://www.politifact.com/factchecks/2017/jul/10/chris-murphy/donald-trump-responsible-rising-health-insurance-p/,2017-06-26,2017,Chris Murphy,Chris Murphy,,,,,,en,PolitiFact,politifact.com,Says because of Donald Trump; 'the IRS decided to stop enforcing the individual mandate that was the underpinning of the ACA. That has resulted in insurance companies all across the country jacking their rates up; explicitly because they don't believe that healthy people will buy insurance.',Is Donald Trump responsible for rising health insurance premiums; as Chris Murphy said?,2017-07-10 18:46:47,Democratic,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,2261,http://www.politifact.com/factchecks/2017/jun/30/ron-johnson/ron-johnson-offers-credible-projection-federal-deb/,2017-06-26,2017,Ron Johnson,Ron Johnson (Wisconsin politician),,,,,,en,PolitiFact,politifact.com,We are $20 trillion in debt. The Congressional Budget Office projects an additional $129 trillion of accumulated deficits over the next 30 years.',Ron Johnson offers credible projection for federal debt by 2047,2017-06-30 15:21:38,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,425,http://www.politifact.com/factchecks/2017/jun/30/rick-perry/rick-perry-says-france-wouldnt-import-texas-beef-a/,2017-06-27,2017,Rick Perry,Rick Perry,,,,,,en,PolitiFact,politifact.com,France 'wouldn’t buy Texas beef for some reason; yet 76 percent of their energy comes from nuclear power.',Rick Perry says France wouldn't buy Texas beef and relies greatly on nuclear power,2017-06-30 21:47:41,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2225,http://www.politifact.com/factchecks/2017/jun/28/newt-gingrich/gingrich-misleads-point-house-bill-grows-medicaid-/,2017-06-27,2017,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Under the House health care bill; Medicaid spending 'actually goes up 20 percent over the next 10 years.',Newt Gingrich misleads with point that House health care bill grows Medicaid spending,2017-06-30 16:37:48,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2111,http://www.politifact.com/factchecks/2017/jun/30/marco-rubio/marco-rubio-wrong-conclude-senate-bill-wont-lead-m/,2017-06-28,2017,Marco Rubio,Marco Rubio,,,,,,en,PolitiFact,politifact.com,There is no reason for anybody to be losing any of their current benefits under Medicaid.',Marco Rubio wrong to conclude that Senate bill won't lead to Medicaid decline in Florida,2017-06-30 21:09:52,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,31,http://www.politifact.com/factchecks/2017/jun/28/sean-spicer/sean-spicer-tweets-misleading-obamacare-statistic/,2017-06-28,2017,Sean Spicer,Sean Spicer,,,,,,en,PolitiFact,politifact.com,28.2 million Americans are still waiting under Obamacare and remain uninsured!,Sean Spicer tweets misleading Obamacare statistic,2017-06-28 22:10:21,Republican,Half True,4 Half True,True)ish,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1986,http://www.politifact.com/factchecks/2017/jul/05/sarah-huckabee-sanders/has-donald-trump-never-promoted-or-encouraged-viol/,2017-06-29,2017,Sarah Huckabee Sanders,Sarah Sanders,,,,,,en,PolitiFact,politifact.com,The president in no way; form or fashion has ever promoted or encouraged violence.',Has Donald Trump never 'promoted or encouraged violence;' as Sarah Huckabee Sanders said?,2017-07-05 15:45:04,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
,1294,http://www.politifact.com/factchecks/2017/aug/01/gwen-moore/case-dontre-hamilton-did-milwaukee-police-shoot-ma/,2017-06-29,2017,Gwen Moore,Gwen Moore,,,,,,en,PolitiFact,politifact.com,Says Dontre Hamilton 'was shot 14 times by police for resting on a park bench in Milwaukee.',In the case of Dontre Hamilton; did Milwaukee police shoot a man for resting in a park?,2017-08-01 17:18:18,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,47,http://www.politifact.com/factchecks/2017/jul/05/marc-short/cbo-counted-7-million-people-who-dont-exist-says-w/,2017-07-02,2017,Marc Short,Marc Short,,,,,,en,PolitiFact,politifact.com,7 million people the Congressional Budget Office says won't have health insurance coverage under the Senate health care bill 'don't exist.',CBO counted 7 million people who 'don't exist;' says White House legislative director,2017-07-05 13:59:48,Republican,Half True,4 Half True,True)ish,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1455,http://www.politifact.com/factchecks/2017/jul/11/richard-corcoran/richard-corcoran-fails-prove-claim-miami-judge-mil/,2017-07-03,2017,Richard Corcoran,Richard Corcoran,,,,,,en,PolitiFact,politifact.com,Says Miami-Dade Circuit Court Judge Milton Hirsch 'is constantly overturned.',Richard Corcoran fails to prove claim that Miami judge Milton Hirsch 'constantly overturned',2017-07-11 15:10:26,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,1089,http://www.politifact.com/factchecks/2017/jul/08/pat-toomey/pat-toomey-says-radical-philly-extremely-dangerous/,2017-07-05,2017,Pat Toomey,Pat Toomey,,,,,,en,PolitiFact,politifact.com,Sanctuary cities are extremely dangerous.',Pat Toomey says 'radical' Philly is an 'extremely dangerous' sanctuary city; Is it?,2017-07-11 19:19:26,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,739,http://www.politifact.com/factchecks/2017/jul/13/reince-priebus/china-and-north-korea-consistently-over-many-many-/,2017-07-09,2017,Reince Priebus,Reince Priebus,,,,,,en,PolitiFact,politifact.com,It's an absolute fact' that China and North Korea 'have consistently over many; many years' meddled in U.S. elections.,China and North Korea; 'consistently over many; many years;' have meddled in US elections?,2017-07-13 19:39:00,Republican,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2350,http://www.politifact.com/factchecks/2017/aug/09/mike-gallagher/mike-gallagher-target-claim-health-care-costs-us-v/,2017-07-09,2017,Mike Gallagher,Mike Gallagher (American politician),,,,,,en,PolitiFact,politifact.com,We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.',Mike Gallagher on target with claim on health care costs in US vs. other industrialized nations,2017-08-09 20:35:15,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,805,http://www.politifact.com/factchecks/2017/jul/12/pat-toomey/medicaid-driving-budget-deficit-pat-toomey-said/,2017-07-10,2017,Pat Toomey,Pat Toomey,,,,,,en,PolitiFact,politifact.com,Medicaid 'is contributing to 70 percent of our budget deficit right now. It’s the one that is in our lap because of Obamacare.',Is Medicaid driving the budget deficit; as Pat Toomey said?,2017-07-12 19:47:17,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1162,http://www.politifact.com/factchecks/2017/jul/24/tony-fabrizio/was-adam-putnam-running-florida-governor-amnesty/,2017-07-10,2017,Tony Fabrizio,Tony Fabrizio,,,,,,en,PolitiFact,politifact.com,Says Adam Putnam 'was for amnesty.',Was Adam Putnam; candidate for Florida governor; for amnesty on immigration?,2017-07-24 13:10:02,Republican,Half True,4 Half True,True)ish,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,822,http://www.politifact.com/factchecks/2017/jul/21/kevin-mccarthy/kevin-mccarthys-false-claim-obamacare-sign-ups/,2017-07-11,2017,Kevin McCarthy,Kevin McCarthy (California politician),,,,,,en,PolitiFact,politifact.com,More people; almost twice as many; pay the penalty or take the waiver than signed up for (Obamacare).',Kevin McCarthy's False claim on Obamacare sign-ups,2017-07-22 0:20:50,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,107,http://www.politifact.com/factchecks/2017/jul/24/jeff-sessions/jeff-sessions-mischaracterizes-study-sanctuary-cit/,2017-07-12,2017,Jeff Sessions,Jeff Sessions,,,,,,en,PolitiFact,politifact.com,According to a recent study from the University of California Riverside; (sanctuary) cities with these policies have more violent crime on average than those that don’t.',Jeff Sessions cites study on sanctuary cities; researchers say he misrepresented it,2017-07-24 14:48:45,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,1082,http://www.politifact.com/factchecks/2017/jul/17/pat-robertson/us-liquefied-natural-gas-game-changer-russia-europ/,2017-07-12,2017,Pat Robertson,Pat Robertson,,,,,,en,PolitiFact,politifact.com,Russian natural gas company 'Gazprom held Europe by the throat -- they were a monopoly; and now the U.S. is breaking into that monopoly with our exports of (liquefied natural gas).',Is US liquefied natural gas a game-changer for Russia; Europe?,2017-07-17 14:24:33,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1929,http://www.politifact.com/factchecks/2017/jul/27/gavin-newsom/inland-empire-second-only-san-francisco-california/,2017-07-12,2017,Gavin Newsom,Gavin Newsom,,,,,,en,PolitiFact,politifact.com,The Inland Empire is 'the second fastest growing region' for jobs in California.,The Inland Empire: Second only to San Francisco in California job growth?,2017-07-28 0:00:02,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2409,http://www.politifact.com/factchecks/2017/jul/18/kevin-mccarthy/kevin-mccarthy-ignores-key-facts-claim-california-/,2017-07-12,2017,Kevin McCarthy,Kevin McCarthy (California politician),,,,,,en,PolitiFact,politifact.com,While California’s population has doubled since the 1970s; we haven’t completed a single major (water) storage project in that time.',Kevin McCarthy ignores key facts in claim on California water storage,2017-07-19 0:56:26,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1108,http://www.politifact.com/factchecks/2017/jul/14/corey-lewandowski/lewandowski-wrongly-says-trump-florida-day-trump-t/,2017-07-13,2017,Corey Lewandowski,Corey Lewandowski,,,,,,en,PolitiFact,politifact.com,Says 'Donald Trump was doing a rally in the state of Florida' the day Trump's son and others met with a Russian lawyer in New York.,Lewandowski wrongly says Trump in Florida day of Trump Tower meeting with Russian lawyer,2017-07-14 16:07:35,Republican,FALSE,2 False,False(ish),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,919,http://www.politifact.com/factchecks/2017/jul/27/dan-patrick/dan-patrick-says-32-percent-texas-public-school-sp/,2017-07-13,2017,Dan Patrick,Dan Patrick (politician),,,,,,en,PolitiFact,politifact.com,Of all the money we spend on education; less than 32 percent goes to teachers.',Dan Patrick says 32 percent of Texas public school spending goes to teacher salaries,2017-07-27 18:54:09,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,950,http://www.politifact.com/factchecks/2017/jul/18/elizabeth-warren/are-third-people-drug-problems-medicaid-elizabeth-/,2017-07-13,2017,Elizabeth Warren,Elizabeth Warren,,,,,,en,PolitiFact,politifact.com,One in three people who’s receiving treatment for (opioid) drug problems gets some help from Medicaid to pay for that.',Are a third of people with drug problems on Medicaid; as Elizabeth Warren said?,2017-07-18 15:18:12,Democratic,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
